X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30
1	0.0962341482094808	0.079708597741542	0.0954209352520425	0.0804589039145895	0.0881386629707164	0.071758158613423	0.108911623870919	0.0707474220572558	0.0602519935870459	0.0549213285621285	0.152425178329246	0.0565160387897624	0.0663241098041813	0.0635642406648616	0.0655812431171347	0.0614483947897244	0.0567621988232564	0.0890642542041071	0.0829716162665902	0.05949379629399	0.0496785772222142	0.0387854909332576	0.123061029214579	0.0671685468096834	0.0603144008609961	0.0606326734445472	0.0490683957731812	0.0629003185895228	0.0761186973872037	0.118382715401108
2	0.0718112907117009	0.107307172556126	0.0872160473692574	0.08036172707571	0.0757783713973771	0.0767956673003287	0.097897635759303	0.0903939409360115	0.064523888246969	0.0489987840715923	0.0856534789021768	0.0631416520219109	0.0673306522066976	0.0731440918096215	0.0566951639797166	0.0778337731911507	0.0515187333920625	0.0589727651738457	0.0887557798913547	0.0790183574488523	0.0604361493397433	0.0509056448228339	0.0879929692411599	0.0678729100565251	0.0830081669725178	0.0575830647081271	0.0713335408035853	0.0485134215426634	0.0988051809501937	0.112210687599984
3	0.0884630910684773	0.0462872468263759	0.250150275662138	0.101576462789657	0.103756968676334	0.0665323415478344	0.0533978031597173	0.0747789559174448	0.0904411021456369	0.0384136356295575	0.056214662871904	0.0460212328639311	0.1245850091673	0.0532311226512806	0.0458739821245979	0.056828339964479	0.030479335907608	0.0627553846287525	0.0807962293643677	0.0559077096158125	0.0474244638699096	0.0542051426110057	0.0567862473666663	0.0550518497004141	0.0722396985744806	0.0482553523523661	0.0283281429667473	0.0404775378096247	0.0684766997271086	0.105443732889914
4	0.0755366151504233	0.0723269553837939	0.0777541481004243	0.106423215307976	0.0873080563351137	0.0759414548168555	0.0821632378686594	0.0821983285324398	0.0611653418450468	0.0611548054980613	0.0931624794412035	0.0662522298015107	0.0563022108814222	0.0684584010531946	0.0781299575496594	0.0685458884551688	0.061764511523325	0.077693826841643	0.0987945845493157	0.0731422769556828	0.062063622799581	0.0472629777651754	0.102145255830051	0.0733855187911084	0.0705389719926712	0.0678636126624706	0.0463037940023596	0.0574295372671215	0.0620186752389271	0.116183653980837
5	0.0775083988806995	0.0464539204591762	0.129891878659528	0.0618515100361424	0.113236890309806	0.0640909604621755	0.0905726201987808	0.104790659126969	0.0877156026379022	0.062440568851278	0.0580309266965117	0.0508259664968379	0.117456628152728	0.0540112506053931	0.0462738993095277	0.0630933227662195	0.0564989478263359	0.0586410081132273	0.105884815072705	0.0819907599075459	0.0439039847375632	0.0338559904004808	0.0777001421416519	0.0544841949369728	0.0771295043602418	0.0568293656052728	0.0426010237377919	0.0368416242229454	0.0832591964984938	0.0827644127340221
6	0.0488387121885585	0.0473724488673063	0.443192590205903	0.0541733484800185	0.0792129329226641	0.0388508584209553	0.0403966326542249	0.0583611906680271	0.111306034129902	0.0390682347394589	0.034791164993661	0.0413260289389233	0.109947572859427	0.0287639231352384	0.0296221880599961	0.0563716489253099	0.0484705677288604	0.049212902573266	0.0431533787643716	0.0426116148233497	0.0447587759358704	0.0249150143040145	0.0297172702139839	0.0494516946772693	0.0581147453976836	0.0471527220058001	0.0250126556331957	0.0651158129754105	0.0533718667547557	0.0641366168856457
7	0.0072343581469249	0.427284933187248	0.154404469399572	0.00910535037762117	0.0139910406901814	0.00718471468779176	0.0106871654435782	0.00920352455533944	0.00653660366786702	0.00628713617293763	0.00804550780012132	0.00570905598054483	0.374267797684596	0.00768240498532302	0.00552204219899152	0.00812145675611074	0.00505092460647991	0.00712679292730026	0.00917930469192366	0.00760608139111086	0.00432469421683101	0.0041500972873014	0.00753927997452493	0.00842911413955367	0.00926575766935343	0.00438808675289762	0.00600749641238432	0.00488090793677085	0.00837825388094743	0.128530497723367
8	0.100997337082732	0.0673612737139489	0.0936925643140451	0.0973502244147742	0.10497751293059	0.0748530955227338	0.0640499923106395	0.0900747432757323	0.0843944917687813	0.051761044981821	0.0700017350150822	0.0754566888103686	0.0434661279488228	0.061676435684256	0.0715622375240756	0.0810569143175283	0.0581069212795613	0.0757816976519758	0.0863775007237197	0.0656392617926896	0.076232408587322	0.0677737952022693	0.0723450691896033	0.110869193936219	0.099634310656249	0.0731270069481045	0.0562861859923398	0.050074520833245	0.0849088751992934	0.0656056419651271
9	0.107384596397336	0.0941282499765078	0.0892255552509222	0.0886256423384093	0.0871136647701092	0.0771176088400939	0.134766953013184	0.0741344783964863	0.0570723457374343	0.0540950213684478	0.0655834616827889	0.0603920554547867	0.0448530263894274	0.0558605325484689	0.0530505871596768	0.0645021805594049	0.0486988694664919	0.0589886301560273	0.0927676563711711	0.0751162223914314	0.0726056467068397	0.0472996394602723	0.0796390140222093	0.0848439392124323	0.0860471314063902	0.0642937458933571	0.0676127688740751	0.0388437611426692	0.0692499016905604	0.148037394530558
10	0.0828022679698972	0.0740623411117378	0.0582962285092151	0.0772864048132242	0.0734049256474531	0.0753159791446066	0.100951157831222	0.0698476756019282	0.0617910267804967	0.0775213831101637	0.0986517854350528	0.0555148197182685	0.0608029143810114	0.0685423650109809	0.060131895512355	0.0636686082860746	0.0644020867761833	0.0917577052866168	0.103945311771463	0.0885926285275321	0.0501566568264248	0.036869072615602	0.134772514074254	0.106392156549696	0.0529352035088916	0.0585304651590488	0.0464953874438995	0.0501208168777136	0.116659811246733	0.0720153025074329
11	0.0383914133865364	0.401769150298485	0.111147904024349	0.0621450948524123	0.0671469666427806	0.0313194443417515	0.0629870709670086	0.0520788271413827	0.0384173320423436	0.0343303855326539	0.0561638941597348	0.0377325240318102	0.198873011858177	0.0328965929715979	0.0218231255857291	0.0451938828808188	0.0297093598748094	0.0418103543337558	0.0495301879819735	0.041198908369744	0.0262850086832252	0.0263541991061567	0.044769007008389	0.0512453476313661	0.0495816725177537	0.0264551950922553	0.0434069005978044	0.0215166419373071	0.0453054901848995	0.114961104134084
12	0.0819298806733955	0.0613170450534927	0.0806574533419785	0.069128050446039	0.089488087317911	0.0709353320352242	0.0937892951593218	0.0751594820458317	0.0728918091977513	0.104222573833995	0.0619300230508994	0.0838809774464909	0.0555293448647879	0.0524129307284089	0.0714011983326508	0.0736898844630998	0.0737161987456154	0.0923367546280854	0.0810724536477139	0.0816838618321312	0.080065197568039	0.0492167312523288	0.0769624779333809	0.0651633029267363	0.0713086267902923	0.0968935640676866	0.0487646746219476	0.0604605972191938	0.0856009383182549	0.0813325675773388
13	0.0363158512221819	0.054737868185354	0.270231171304651	0.0789709545282981	0.0896203662454911	0.0332406974252146	0.0591625358625942	0.178102330217235	0.0605887222113494	0.0365391749014947	0.0856044970129076	0.0413962395659187	0.0692964377275647	0.0380189727424208	0.0279753427726017	0.0658664951490022	0.0297924713267189	0.0576665666280742	0.0912472852431404	0.0481303071730203	0.03800065242	0.072020108562409	0.104304766595005	0.0755697428517995	0.117486549386704	0.0339342902207723	0.0554645582055918	0.0288779953207232	0.0784389120877573	0.0773403096782666
14	0.0964512257117116	0.0773412545250973	0.113019745099611	0.063178609302341	0.0993915786387633	0.0705018400313651	0.067269397114523	0.0836610762090232	0.110699690573351	0.0510730504011152	0.0574535748013129	0.0622576837005407	0.0664084949731203	0.0607724423139904	0.0563465067815821	0.0831843599428471	0.0711398437101082	0.109653106899868	0.0918961656666003	0.0681331207460085	0.063107078206491	0.0488945104656612	0.0693315553053374	0.0595570220902345	0.0713762278664806	0.0667637570565034	0.0476794487304797	0.0528212322966771	0.0776421029500921	0.0959817663504534
15	0.110798303305207	0.0962300488840021	0.0747653434833483	0.0757433504978374	0.0723842956354475	0.0637591730518066	0.123594564427679	0.087775790933914	0.0574545163960003	0.0727288663168167	0.0650873996773596	0.0457209423902242	0.129170550051093	0.0427432793899874	0.0529704576775738	0.0578702892754957	0.0364650539785301	0.0794917188622013	0.116429388434225	0.044377598058812	0.0466096467534577	0.0485418087107782	0.0852172072550249	0.0528442939017738	0.0793069239987522	0.0428067464302924	0.0353761611189177	0.0337522205030491	0.106104226442714	0.117070390681253
16	0.0795634158846098	0.0735603833958494	0.0759798831711594	0.0816620473239032	0.0709596899424355	0.0575455135302085	0.0648204699119208	0.0787956869980558	0.0668349786947815	0.0795795618972146	0.0600351768754887	0.0581816922287552	0.127989397963809	0.0647327283381452	0.0633522369575613	0.062409333518014	0.0537694339473633	0.165054806171008	0.081828901548742	0.0639576229739958	0.0565566173676408	0.0410990555143549	0.0880304592881047	0.0729772027958814	0.0583735850934039	0.0594788029229652	0.0598671016056755	0.0458498448826988	0.0851164273033633	0.0680299072461569
17	0.0327753749441245	0.202562859769928	0.192828414636832	0.0643517136419055	0.0597264719698468	0.0255814092120057	0.0827242994174175	0.0432106946362353	0.0286895438793332	0.0308342135406151	0.035130013734964	0.0335848440400345	0.396111319085758	0.0252121741678355	0.0278731929954872	0.0408664363171825	0.0248582333978226	0.0503468777999628	0.0380925523538778	0.0288864017207924	0.0260863120076745	0.032019475411063	0.031616489527802	0.056426104822357	0.0420426535006378	0.0306823581862778	0.0228024788611775	0.0185777549745342	0.0490941651534761	0.0469324006334137
